farm_id,sensor_id,timestamp,region,N,P,K,temperature,humidity,ph,rainfall,ndvi,soc,crop
FARM_0036,SENSOR_8605,2026-01-01 00:35:00,South,95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,0.3,2.24,rice
FARM_0037,SENSOR_1127,2026-01-01 00:36:00,North,99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,0.76,1.92,rice
FARM_0038,SENSOR_2420,2026-01-01 00:37:00,South,95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,0.33,3.91,rice
FARM_0039,SENSOR_8845,2026-01-01 00:38:00,South,60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,0.71,2.09,rice
FARM_0040,SENSOR_5585,2026-01-01 00:39:00,North,63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,0.83,3.44,rice
FARM_0041,SENSOR_4058,2026-01-01 00:40:00,Central,62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,0.39,3.99,rice
FARM_0042,SENSOR_5188,2026-01-01 00:41:00,Central,64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,0.77,3.79,rice
FARM_0043,SENSOR_8306,2026-01-01 00:42:00,Central,83,60,36,25.59704938,80.14509262,6.903985986,200.834898,0.88,1.89,rice
FARM_0044,SENSOR_8067,2026-01-01 00:43:00,South,82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,0.87,1.98,rice
FARM_0045,SENSOR_8998,2026-01-01 00:44:00,South,85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,0.46,3.45,rice
FARM_0046,SENSOR_6458,2026-01-01 00:45:00,South,91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,0.55,2.94,rice
FARM_0047,SENSOR_8537,2026-01-01 00:46:00,North,76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,0.78,4.18,rice
FARM_0048,SENSOR_6856,2026-01-01 00:47:00,West,74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,0.44,1.1,rice
FARM_0049,SENSOR_8729,2026-01-01 00:48:00,East,79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,0.55,3.22,rice
FARM_0050,SENSOR_8031,2026-01-01 00:49:00,South,88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,0.58,2.86,rice
FARM_0051,SENSOR_3556,2026-01-01 00:50:00,North,60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,0.28,4.15,rice
FARM_0052,SENSOR_4787,2026-01-01 00:51:00,West,76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,0.28,4.49,rice
FARM_0053,SENSOR_1489,2026-01-01 00:52:00,East,93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,0.67,4.3,rice
FARM_0054,SENSOR_8333,2026-01-01 00:53:00,Central,65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,0.59,3.18,rice
FARM_0055,SENSOR_7327,2026-01-01 00:54:00,South,95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,0.46,1.45,rice
FARM_0056,SENSOR_1445,2026-01-01 00:55:00,West,75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,0.35,2.3,rice
FARM_0057,SENSOR_2761,2026-01-01 00:56:00,East,74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,0.48,3.2,rice
FARM_0058,SENSOR_4656,2026-01-01 00:57:00,North,91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,0.78,2.12,rice
FARM_0059,SENSOR_6793,2026-01-01 00:58:00,Central,71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,0.7,3.53,rice
FARM_0060,SENSOR_7685,2026-01-01 00:59:00,East,99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,0.76,1.05,rice
FARM_0061,SENSOR_5786,2026-01-01 01:00:00,North,72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,0.55,4.4,rice
FARM_0062,SENSOR_8772,2026-01-01 01:01:00,North,83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,0.42,2.69,rice
FARM_0063,SENSOR_1372,2026-01-01 01:02:00,North,93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,0.55,3.81,rice
FARM_0064,SENSOR_8625,2026-01-01 01:03:00,West,70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,0.5,4.07,rice
FARM_0065,SENSOR_4412,2026-01-01 01:04:00,South,76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,0.29,2.17,rice
FARM_0066,SENSOR_3645,2026-01-01 01:05:00,South,99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,0.82,3.46,rice
FARM_0067,SENSOR_3472,2026-01-01 01:06:00,West,99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,0.3,1.99,rice
FARM_0068,SENSOR_3036,2026-01-01 01:07:00,West,86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,0.44,3.04,rice
FARM_0069,SENSOR_9494,2026-01-01 01:08:00,South,69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,0.84,1.78,rice
FARM_0070,SENSOR_7473,2026-01-01 01:09:00,East,91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,0.6,1.05,rice
FARM_0071,SENSOR_4455,2026-01-01 01:10:00,West,61,52,41,24.97669518,83.891805,6.880431223,204.8001847,0.85,1.72,rice
FARM_0072,SENSOR_9684,2026-01-01 01:11:00,South,67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,0.35,2.87,rice
FARM_0073,SENSOR_6874,2026-01-01 01:12:00,East,79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,0.26,1.84,rice
FARM_0074,SENSOR_8787,2026-01-01 01:13:00,Central,78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,0.6,2.05,rice
FARM_0075,SENSOR_4264,2026-01-01 01:14:00,Central,75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,0.37,1.21,rice
FARM_0076,SENSOR_5407,2026-01-01 01:15:00,Central,97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,0.56,4.07,rice
FARM_0077,SENSOR_1604,2026-01-01 01:16:00,Central,67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,0.31,1.7,rice
FARM_0078,SENSOR_6265,2026-01-01 01:17:00,East,73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,0.76,1.36,rice
FARM_0079,SENSOR_6369,2026-01-01 01:18:00,South,77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,0.93,3.36,rice
FARM_0080,SENSOR_4554,2026-01-01 01:19:00,West,81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,0.54,3.16,rice
FARM_0081,SENSOR_2569,2026-01-01 01:20:00,Central,68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,0.45,1.3,rice
FARM_0082,SENSOR_6842,2026-01-01 01:21:00,Central,72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,0.34,3.84,rice
FARM_0083,SENSOR_8524,2026-01-01 01:22:00,Central,61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,0.78,2.51,rice
FARM_0084,SENSOR_9963,2026-01-01 01:23:00,West,67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,0.78,2.61,rice
FARM_0085,SENSOR_5081,2026-01-01 01:24:00,Central,67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,0.58,3.39,rice
FARM_0086,SENSOR_9484,2026-01-01 01:25:00,East,66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,0.41,2.49,rice
FARM_0087,SENSOR_1378,2026-01-01 01:26:00,Central,82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,0.88,3.92,rice
FARM_0088,SENSOR_4733,2026-01-01 01:27:00,North,84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,0.27,3.47,rice
FARM_0089,SENSOR_8847,2026-01-01 01:28:00,South,81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,0.88,3.94,rice
FARM_0090,SENSOR_6092,2026-01-01 01:29:00,West,91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,0.36,2.41,rice
FARM_0091,SENSOR_2146,2026-01-01 01:30:00,Central,93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,0.39,4.42,rice
FARM_0092,SENSOR_6031,2026-01-01 01:31:00,Central,90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,0.38,3.26,rice
FARM_0093,SENSOR_5917,2026-01-01 01:32:00,Central,81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,0.42,2.36,rice
FARM_0094,SENSOR_6404,2026-01-01 01:33:00,East,78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,0.8,2.04,rice
FARM_0095,SENSOR_1046,2026-01-01 01:34:00,West,60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,0.47,3.87,rice
FARM_0096,SENSOR_1740,2026-01-01 01:35:00,South,88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,0.29,1.8,rice
FARM_0097,SENSOR_4479,2026-01-01 01:36:00,West,93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,0.75,4.02,rice
FARM_0098,SENSOR_9673,2026-01-01 01:37:00,South,60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,0.28,1.61,rice
FARM_0099,SENSOR_9009,2026-01-01 01:38:00,Central,78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,0.85,3.93,rice
FARM_0100,SENSOR_9395,2026-01-01 01:39:00,South,65,37,40,23.35905428,83.59512273,5.333322606,188.413665,0.26,2.53,rice
FARM_0101,SENSOR_6458,2026-01-01 01:40:00,East,71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,0.38,3.3,maize
FARM_0102,SENSOR_9709,2026-01-01 01:41:00,West,61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,0.44,1.88,maize
FARM_0103,SENSOR_5105,2026-01-01 01:42:00,East,80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,0.38,2.89,maize
FARM_0104,SENSOR_2110,2026-01-01 01:43:00,East,73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,0.88,1.14,maize
FARM_0105,SENSOR_9570,2026-01-01 01:44:00,Central,61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,0.59,1.73,maize
FARM_0106,SENSOR_5936,2026-01-01 01:45:00,South,68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,0.56,1.23,maize
FARM_0107,SENSOR_1802,2026-01-01 01:46:00,North,93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,0.94,1.36,maize
FARM_0108,SENSOR_9648,2026-01-01 01:47:00,East,89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,0.41,3.05,maize
FARM_0109,SENSOR_7255,2026-01-01 01:48:00,South,76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,0.95,4.3,maize
FARM_0110,SENSOR_3642,2026-01-01 01:49:00,South,67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,0.34,1.45,maize
FARM_0111,SENSOR_3189,2026-01-01 01:50:00,North,70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,0.47,1.38,maize
FARM_0112,SENSOR_8416,2026-01-01 01:51:00,South,90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,0.69,2.23,maize
FARM_0113,SENSOR_2440,2026-01-01 01:52:00,North,62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,0.53,2.12,maize
FARM_0114,SENSOR_9205,2026-01-01 01:53:00,South,92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,0.31,3.31,maize
FARM_0115,SENSOR_7071,2026-01-01 01:54:00,West,66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,0.78,1.26,maize
FARM_0116,SENSOR_9137,2026-01-01 01:55:00,South,63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,0.3,4.43,maize
FARM_0117,SENSOR_2837,2026-01-01 01:56:00,West,70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,0.32,3.89,maize
FARM_0118,SENSOR_9084,2026-01-01 01:57:00,East,61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,0.33,4.44,maize
FARM_0119,SENSOR_2509,2026-01-01 01:58:00,Central,66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,0.39,2.99,maize
FARM_0120,SENSOR_9685,2026-01-01 01:59:00,South,74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,0.51,4.46,maize
FARM_0121,SENSOR_4501,2026-01-01 02:00:00,West,77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,0.55,3.79,maize
FARM_0122,SENSOR_7747,2026-01-01 02:01:00,South,99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,0.26,3.77,maize
FARM_0123,SENSOR_2815,2026-01-01 02:02:00,West,74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,0.32,3.33,maize
FARM_0124,SENSOR_1980,2026-01-01 02:03:00,West,83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,0.57,4.5,maize
FARM_0125,SENSOR_6629,2026-01-01 02:04:00,South,100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,0.95,2.65,maize
FARM_0126,SENSOR_1666,2026-01-01 02:05:00,East,79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,0.29,3.47,maize
FARM_0127,SENSOR_2479,2026-01-01 02:06:00,South,94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,0.83,2.35,maize
FARM_0128,SENSOR_6075,2026-01-01 02:07:00,Central,75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,0.8,1.57,maize
FARM_0129,SENSOR_3948,2026-01-01 02:08:00,South,78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,0.68,1.06,maize
FARM_0130,SENSOR_4996,2026-01-01 02:09:00,North,87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,0.7,1.89,maize
FARM_0131,SENSOR_9928,2026-01-01 02:10:00,West,87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,0.66,3.69,maize
FARM_0132,SENSOR_5734,2026-01-01 02:11:00,South,63,43,19,18.51816776,55.53128131,6.641906353,90.988051,0.49,3.82,maize
FARM_0133,SENSOR_5594,2026-01-01 02:12:00,West,84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,0.81,1.32,maize
FARM_0134,SENSOR_5610,2026-01-01 02:13:00,North,64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,0.93,2.57,maize
FARM_0135,SENSOR_4875,2026-01-01 02:14:00,West,60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,0.52,2.41,maize
FARM_0136,SENSOR_9659,2026-01-01 02:15:00,Central,98,44,21,25.77175115,74.089114,6.524478032,107.4931917,0.84,1.48,maize
FARM_0137,SENSOR_8892,2026-01-01 02:16:00,West,75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,0.48,4.09,maize
FARM_0138,SENSOR_3033,2026-01-01 02:17:00,South,86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,0.29,2.32,maize
FARM_0139,SENSOR_7571,2026-01-01 02:18:00,South,98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,0.59,2.08,maize
FARM_0140,SENSOR_1601,2026-01-01 02:19:00,South,76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,0.48,2.82,maize
FARM_0141,SENSOR_8385,2026-01-01 02:20:00,Central,99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,0.52,2.72,maize
FARM_0142,SENSOR_7757,2026-01-01 02:21:00,South,60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,0.36,1.11,maize
FARM_0143,SENSOR_9749,2026-01-01 02:22:00,South,74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,0.7,4.34,maize
FARM_0144,SENSOR_6694,2026-01-01 02:23:00,Central,89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,0.78,4.31,maize
FARM_0145,SENSOR_8770,2026-01-01 02:24:00,North,69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,0.84,3.44,maize
FARM_0146,SENSOR_7484,2026-01-01 02:25:00,West,96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,0.7,4.01,maize
FARM_0147,SENSOR_9339,2026-01-01 02:26:00,West,61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,0.93,4.16,maize
FARM_0148,SENSOR_6870,2026-01-01 02:27:00,West,74,58,18,20.03728219,56.35606753,6.727303282,109.024141,0.61,4.49,maize
FARM_0149,SENSOR_4633,2026-01-01 02:28:00,East,74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,0.86,4.38,maize
FARM_0150,SENSOR_4532,2026-01-01 02:29:00,South,63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,0.8,3.9,maize
FARM_0151,SENSOR_9040,2026-01-01 02:30:00,West,99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,0.77,1.85,maize
FARM_0152,SENSOR_9668,2026-01-01 02:31:00,Central,77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,0.63,1.88,maize
FARM_0153,SENSOR_3985,2026-01-01 02:32:00,North,87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,0.68,3.94,maize
FARM_0154,SENSOR_8894,2026-01-01 02:33:00,North,60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,0.74,4.1,maize
FARM_0155,SENSOR_4029,2026-01-01 02:34:00,West,94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,0.71,1.71,maize
FARM_0156,SENSOR_6001,2026-01-01 02:35:00,East,95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,0.52,1.16,maize
FARM_0157,SENSOR_7663,2026-01-01 02:36:00,East,84,44,21,21.869274,61.91044947,5.850439831,107.2681929,0.73,4.3,maize
FARM_0158,SENSOR_7246,2026-01-01 02:37:00,East,77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,0.36,2.46,maize
FARM_0159,SENSOR_2698,2026-01-01 02:38:00,South,66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,0.31,4.21,maize
FARM_0160,SENSOR_3479,2026-01-01 02:39:00,Central,63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,0.9,2.79,maize
FARM_0161,SENSOR_9209,2026-01-01 02:40:00,South,79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,0.59,1.91,maize
FARM_0162,SENSOR_2820,2026-01-01 02:41:00,West,72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,0.74,3.86,maize
FARM_0163,SENSOR_3020,2026-01-01 02:42:00,North,67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,0.75,2.57,maize
FARM_0164,SENSOR_2431,2026-01-01 02:43:00,West,86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,0.92,1.58,maize
FARM_0165,SENSOR_1517,2026-01-01 02:44:00,West,76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,0.56,3.73,maize
FARM_0166,SENSOR_9178,2026-01-01 02:45:00,South,75,53,18,20.68899915,59.4375337,6.864793607,103.651438,0.9,2.37,maize
FARM_0167,SENSOR_5710,2026-01-01 02:46:00,Central,81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,0.53,1.16,maize
FARM_0168,SENSOR_5806,2026-01-01 02:47:00,West,73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,0.31,4.12,maize
FARM_0169,SENSOR_5139,2026-01-01 02:48:00,Central,71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,0.32,1.51,maize
FARM_0170,SENSOR_4886,2026-01-01 02:49:00,South,96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,0.31,3.03,maize
FARM_0171,SENSOR_5200,2026-01-01 02:50:00,West,99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,0.48,1.99,maize
FARM_0172,SENSOR_4193,2026-01-01 02:51:00,West,62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,0.57,4.11,maize
FARM_0173,SENSOR_2464,2026-01-01 02:52:00,East,86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,0.47,1.45,maize
FARM_0174,SENSOR_4970,2026-01-01 02:53:00,Central,94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,0.42,2.76,maize
FARM_0175,SENSOR_6704,2026-01-01 02:54:00,South,76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,0.47,3.3,maize
FARM_0176,SENSOR_1960,2026-01-01 02:55:00,South,77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,0.81,3.53,maize
FARM_0177,SENSOR_8613,2026-01-01 02:56:00,South,74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,0.7,2.01,maize
FARM_0178,SENSOR_9190,2026-01-01 02:57:00,East,81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,0.81,3.68,maize
FARM_0179,SENSOR_1771,2026-01-01 02:58:00,West,63,42,21,23.26237612,72.33125523,5.798423907999999,67.10225139,0.79,1.27,maize
FARM_0180,SENSOR_1282,2026-01-01 02:59:00,West,99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,0.42,4.13,maize
FARM_0181,SENSOR_2541,2026-01-01 03:00:00,North,90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,0.6,3.19,maize
FARM_0182,SENSOR_3770,2026-01-01 03:01:00,Central,68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,0.35,2.27,maize
FARM_0183,SENSOR_5277,2026-01-01 03:02:00,South,60,57,24,18.66116213,61.55327249,6.1212940410000005,75.03247667,0.72,2.28,maize
FARM_0184,SENSOR_5892,2026-01-01 03:03:00,East,71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,0.52,2.46,maize
FARM_0185,SENSOR_9288,2026-01-01 03:04:00,South,61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,0.44,1.76,maize
FARM_0186,SENSOR_6326,2026-01-01 03:05:00,South,88,38,15,25.08239719,65.92195844,6.455116637000001,62.49190812,0.29,3.54,maize
FARM_0187,SENSOR_1573,2026-01-01 03:06:00,South,65,60,22,25.36768364,72.52054555,6.6069840860000015,107.9124111,0.49,1.08,maize
FARM_0188,SENSOR_5633,2026-01-01 03:07:00,East,78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,0.51,4.2,maize
FARM_0189,SENSOR_7248,2026-01-01 03:08:00,East,78,58,15,25.00933355,67.816568,6.5286312660000005,62.91359494,0.6,3.41,maize
FARM_0190,SENSOR_3537,2026-01-01 03:09:00,North,92,60,23,18.66746724,71.516474,5.721667141,69.93293255,0.28,3.24,maize
